subject_number,time,microstate,gev,duration,coverage,occurrence
S40,3,M3,0.251577,100.645533,32.868886,2.778247
S41,3,M3,0.286295,97.463722,34.556416,3.049858
S42,3,M3,0.204809,102.597087,27.475824,2.261656
S43,3,M3,0.287859,97.17708,35.35767,3.099567
S44,3,M3,0.262583,93.725559,34.387209,3.165244
S45,3,M3,0.208646,100.081357,31.005391,2.622864
S46,3,M3,0.284383,108.397511,34.391186,2.683869
S47,3,M3,0.16675,93.296797,25.246505,2.34392
S48,3,M3,0.262484,113.092302,32.83659,2.448934
S1,4,M3,0.254547,102.167739,34.433023,2.868363
S2,4,M3,0.215947,103.575948,28.886617,2.287037
S3,4,M3,0.309211,105.955823,36.850975,2.908957
S4,4,M3,0.23377,97.701258,32.791651,2.892928
S5,4,M3,0.235892,97.876299,31.45275,2.688074
S6,4,M3,0.216988,98.036872,27.862006,2.333182
S7,4,M3,0.256996,97.423672,32.228029,2.764795
S8,4,M3,0.264461,98.260288,32.516334,2.789282
S9,4,M3,0.272229,105.294349,34.810011,2.70957
S10,4,M3,0.22022,92.859023,29.502519,2.702703
S11,4,M3,0.260836,100.736843,33.421316,2.798762
S12,4,M3,0.252986,95.348026,30.012501,2.721543
S13,4,M3,0.277042,107.977456,35.931559,2.764037
S14,4,M3,0.263657,96.488784,34.033461,2.968722
S15,4,M3,0.291897,105.233883,34.270336,2.700141
S16,4,M3,0.289715,105.74757,31.720214,2.521771
S17,4,M3,0.328131,106.683194,38.077581,2.945843
S18,4,M3,0.262436,98.350818,31.944,2.691611
S19,4,M3,0.296228,110.889269,36.449533,2.718801
S20,4,M3,0.232427,105.062877,32.267828,2.551491
S21,4,M3,0.264402,102.431892,33.114466,2.721208
S22,4,M3,0.261289,108.672004,34.080111,2.540019
S23,4,M3,0.305011,109.199494,37.435182,2.892215
S24,4,M3,0.237057,98.315591,29.903363,2.550883
S25,4,M3,0.221301,103.471555,29.780871,2.409127
S26,4,M3,0.281626,101.780591,34.259888,2.847589
S27,4,M3,0.241045,109.84004,33.594524,2.533989
S28,4,M3,0.335499,116.068456,40.417057,2.874703
S29,4,M3,0.288984,96.757572,34.681333,3.060013
S30,4,M3,0.346617,112.547357,40.239292,2.875254
S31,4,M3,0.339439,107.880731,37.448102,2.831582
S32,4,M3,0.284934,105.987843,35.87459,2.7965
S33,4,M3,0.317007,105.395232,35.66459,2.799412
S34,4,M3,0.302575,102.720835,36.830153,3.041159
S35,4,M3,0.350457,110.276899,39.141309,2.939593
S36,4,M3,0.256676,99.991744,34.777219,2.918918
S37,4,M3,0.266677,100.792435,35.179021,2.949771
S38,4,M3,0.253893,93.762408,31.94234,2.947344
S39,4,M3,0.212205,95.019034,29.927089,2.653012
S40,4,M3,0.255324,99.775809,33.148668,2.801873
S41,4,M3,0.284914,98.477984,34.460959,2.967281
S42,4,M3,0.210184,100.89662,27.713726,2.306779
S43,4,M3,0.287283,98.367928,35.031642,3.025224
S44,4,M3,0.259374,94.299171,33.820834,3.05293
S45,4,M3,0.216611,101.750568,31.603414,2.614854
S46,4,M3,0.282628,106.447679,34.560917,2.740404
S47,4,M3,0.1593,91.385243,23.863554,2.262034
S48,4,M3,0.251419,108.877119,32.576655,2.518145
S1,5,M3,0.24884,100.79027,33.930695,2.859939
S2,5,M3,0.214918,103.941044,29.141576,2.317443
S3,5,M3,0.305766,103.504461,36.205462,2.908228
S4,5,M3,0.222966,95.047993,31.529765,2.853182
S5,5,M3,0.235685,99.124485,31.804792,2.696563
S6,5,M3,0.216686,100.276259,28.162626,2.322502
S7,5,M3,0.259304,99.798922,32.699122,2.738528
S8,5,M3,0.26388,97.296744,32.395271,2.794911
S9,5,M3,0.25635,101.483212,34.092309,2.763686
S10,5,M3,0.23239,95.234161,30.636964,2.757151
S11,5,M3,0.257104,102.975874,33.356412,2.762024
S12,5,M3,0.249838,95.348393,30.065961,2.747214
S13,5,M3,0.258964,104.894215,33.82277,2.69682
S14,5,M3,0.260603,95.558909,33.880362,2.977837
S15,5,M3,0.309518,106.634427,35.464344,2.741095
S16,5,M3,0.305783,107.772196,33.262099,2.563028
S17,5,M3,0.319934,104.240127,37.762811,3.004073
S18,5,M3,0.259032,97.013924,31.665979,2.710933
S19,5,M3,0.283221,109.222137,35.729289,2.700106
S20,5,M3,0.236531,104.011931,32.527391,2.604904
S21,5,M3,0.261921,102.828098,33.498252,2.741599
S22,5,M3,0.262426,106.369098,34.463624,2.642714
S23,5,M3,0.304745,109.153805,38.118932,2.909678
S24,5,M3,0.23737,97.741004,30.363335,2.611699
S25,5,M3,0.217114,102.890582,29.256787,2.399496
S26,5,M3,0.272879,99.689901,33.542986,2.861755
S27,5,M3,0.237846,108.259748,33.311374,2.530281
S28,5,M3,0.322407,112.434554,39.34549,2.891568
S29,5,M3,0.283259,97.275564,34.722123,3.049868
S30,5,M3,0.338337,110.695362,40.416625,2.928273
S31,5,M3,0.333814,105.707145,36.807645,2.86972
S32,5,M3,0.290248,104.773745,36.099245,2.867994
S33,5,M3,0.320151,106.886288,36.234857,2.792948
S34,5,M3,0.306514,101.3253,37.268554,3.093002
S35,5,M3,0.340521,109.035801,38.409021,2.902611
S36,5,M3,0.24913,98.859784,34.083204,2.910521
S37,5,M3,0.267137,101.343718,35.116293,2.922155
S38,5,M3,0.253252,93.565603,31.874216,2.941011
S39,5,M3,0.211555,97.88617,30.155815,2.617898
S40,5,M3,0.25249,102.043224,33.214192,2.768214
S41,5,M3,0.279141,98.157952,34.121474,2.94492
S42,5,M3,0.213542,100.152812,27.908854,2.349279
S43,5,M3,0.287067,98.608758,35.470551,3.053851
S44,5,M3,0.251466,94.214708,32.827488,2.966559
S45,5,M3,0.214967,102.760174,31.662154,2.613038
S46,5,M3,0.283855,105.637296,35.146735,2.764158
S47,5,M3,0.156032,90.952866,24.262956,2.310516
S48,5,M3,0.243659,108.252474,31.735004,2.465931
S1,1,M4,0.098539,90.503424,19.534442,1.933742
S2,1,M4,0.073378,91.288983,18.179872,1.677373
S3,1,M4,0.068526,82.827041,15.495521,1.662234
S4,1,M4,0.066023,84.257956,15.227412,1.594192
S5,1,M4,0.056889,76.353804,13.288208,1.531885
S6,1,M4,0.148212,102.068858,24.700448,2.021077
S7,1,M4,0.06104,78.427772,13.206861,1.435528
S8,1,M4,0.046045,71.650313,11.624326,1.452166
S9,1,M4,0.035419,76.694496,9.995881,1.184265
S10,1,M4,0.081141,85.634474,17.23418,1.799726
S11,1,M4,0.096692,90.638175,19.752822,1.893128
S12,1,M4,0.079089,74.34291,15.81473,1.964671
S13,1,M4,0.092425,91.69287,20.472899,1.837032
S14,1,M4,0.062061,74.353029,14.061464,1.69504
S15,1,M4,0.141491,100.439924,23.362167,2.002978
S16,1,M4,0.091777,88.197188,17.71778,1.80338
S17,1,M4,0.044763,75.834845,12.239328,1.417075
S18,1,M4,0.062195,78.490681,14.530705,1.636661
S19,1,M4,0.079356,93.271982,17.862969,1.649859
S20,1,M4,0.07772,93.71263,15.895372,1.473124
S21,1,M4,0.061853,72.124833,14.410694,1.784714
S22,1,M4,0.149801,102.145449,24.394537,1.918474
S23,1,M4,0.055696,72.65456,14.234272,1.765163
S24,1,M4,0.109042,89.605439,20.265663,1.935644
S25,1,M4,0.11075,96.185999,20.737327,1.846975
S26,1,M4,0.046503,72.139759,11.231884,1.393534
S27,1,M4,0.088361,91.948265,18.406693,1.691524
S28,1,M4,0.026632,68.240583,8.24706,1.109233
S29,1,M4,0.054092,72.656288,11.149385,1.370826
S30,1,M4,0.039949,71.151535,11.221681,1.411532
S31,1,M4,0.018853,68.940827,5.513135,0.718039
S32,1,M4,0.081302,80.588686,16.800833,1.821652
S33,1,M4,0.05218,78.647598,11.528426,1.287421
S34,1,M4,0.060577,79.609762,13.637646,1.5345
S35,1,M4,0.075476,84.930164,14.972184,1.529903
S36,1,M4,0.09234,96.476782,20.480874,1.803279
S37,1,M4,0.06449,79.890507,14.985364,1.695581
S38,1,M4,0.081657,78.870425,17.044727,1.884377
S39,1,M4,0.075277,80.931803,19.021538,2.127896
S40,1,M4,0.120416,84.152259,20.629888,2.113718
S41,1,M4,0.061999,75.819278,14.651632,1.705297
S42,1,M4,0.108792,96.15315,20.519221,1.854361
S43,1,M4,0.042296,73.006519,11.466553,1.368451
S44,1,M4,0.090937,78.267471,20.337749,2.238317
S45,1,M4,0.072339,83.774622,14.724415,1.557181
S46,1,M4,0.045692,83.295395,12.184607,1.342851
S47,1,M4,0.143982,82.954492,23.184137,2.460665
S48,1,M4,0.073704,88.583389,17.538575,1.689934
S1,2,M4,0.084897,84.744932,17.666121,1.856909
S2,2,M4,0.091853,96.324273,20.75916,1.810496
S3,2,M4,0.069903,83.659612,15.799479,1.663381
S4,2,M4,0.071633,83.327936,17.012893,1.798079
S5,2,M4,0.06002,78.122008,13.930707,1.575668
S6,2,M4,0.129152,91.666826,23.059492,2.131142
S7,2,M4,0.060845,82.199588,14.368345,1.53815
S8,2,M4,0.04497,72.380564,12.126351,1.501661
S9,2,M4,0.023863,76.154306,8.540499,1.013788
S10,2,M4,0.073724,87.173352,17.620403,1.76953
S11,2,M4,0.079472,82.773684,17.767318,1.850388
S12,2,M4,0.080882,75.050645,16.081861,1.918623
S13,2,M4,0.069521,90.306285,17.223708,1.633987
S14,2,M4,0.050494,75.354876,12.920503,1.531604
S15,2,M4,0.123249,98.552307,21.6027,1.893871
S16,2,M4,0.098745,88.347555,20.09606,1.966449
S17,2,M4,0.050976,77.758093,13.890547,1.562116
S18,2,M4,0.061808,81.487412,14.670198,1.610536
S19,2,M4,0.07607,88.582722,17.38418,1.666543
S20,2,M4,0.073252,88.174919,15.55126,1.531785
S21,2,M4,0.06304,79.702013,15.184798,1.682357
S22,2,M4,0.108621,99.68148,19.801874,1.639169
S23,2,M4,0.069286,78.235705,15.856184,1.758426
S24,2,M4,0.096217,87.257936,19.810172,1.943052
S25,2,M4,0.104398,94.41183,20.524356,1.8806
S26,2,M4,0.051382,73.124818,12.141617,1.492537
S27,2,M4,0.081771,90.509152,18.496358,1.755983
S28,2,M4,0.022782,72.578815,7.564995,0.958943
S29,2,M4,0.051072,75.462584,12.096859,1.421302
S30,2,M4,0.032562,72.867211,10.028249,1.235876
S31,2,M4,0.021907,68.369143,6.886957,0.921739
S32,2,M4,0.074169,84.606276,16.207512,1.654006
S33,2,M4,0.0486,74.705202,11.743967,1.403389
S34,2,M4,0.047985,75.298493,11.785126,1.41134
S35,2,M4,0.062922,77.99261,14.943808,1.66139
S36,2,M4,0.078629,89.572543,18.851306,1.822589
S37,2,M4,0.059834,79.092609,14.701549,1.653071
S38,2,M4,0.094568,78.998116,18.875687,2.057102
S39,2,M4,0.07232,81.493743,17.958509,1.936846
S40,2,M4,0.107497,82.974467,20.263432,2.126476
S41,2,M4,0.065226,74.791268,15.365802,1.816603
S42,2,M4,0.113439,94.707969,21.337019,1.920798
S43,2,M4,0.044394,75.506123,11.974708,1.403147
S44,2,M4,0.082734,76.796659,18.287137,2.102281
S45,2,M4,0.061566,81.557639,13.808463,1.487824
S46,2,M4,0.045742,74.858128,12.320583,1.484833
S47,2,M4,0.135669,88.524382,23.9315,2.331108
S48,2,M4,0.089256,91.203594,19.2673,1.824416
S1,3,M4,0.085525,83.682056,17.743721,1.876624
S2,3,M4,0.092027,93.297771,19.60293,1.777746
S3,3,M4,0.071763,79.978956,14.787646,1.620255
S4,3,M4,0.071447,81.711146,16.239861,1.766311
S5,3,M4,0.06332,81.492307,14.430889,1.564357
S6,3,M4,0.126794,95.271273,22.636385,2.042778
S7,3,M4,0.071763,83.552453,15.55561,1.632698
S8,3,M4,0.049534,74.133145,11.65182,1.403762
S9,3,M4,0.025957,77.350343,8.621732,0.99156
S10,3,M4,0.084549,88.477074,19.015511,1.870925
S11,3,M4,0.082353,83.011685,16.860984,1.762136
S12,3,M4,0.083423,73.874845,15.913765,1.940985
S13,3,M4,0.07368,90.033518,17.588677,1.692864
S14,3,M4,0.058903,78.038136,13.700784,1.541792
S15,3,M4,0.123799,92.675688,21.149037,1.953172
S16,3,M4,0.10086,85.764534,19.563951,1.991568
S17,3,M4,0.060478,79.432147,14.182443,1.583545
S18,3,M4,0.068139,78.535215,15.054814,1.680172
S19,3,M4,0.085536,91.360997,18.213425,1.694936
S20,3,M4,0.084069,88.260316,16.889054,1.643192
S21,3,M4,0.062643,79.582137,15.051003,1.674798
S22,3,M4,0.11093,93.287707,20.772761,1.826177
S23,3,M4,0.07145,79.069489,15.89508,1.76731
S24,3,M4,0.099014,86.91639,19.297745,1.92692
S25,3,M4,0.111968,94.23423,21.304294,1.944137
S26,3,M4,0.060242,78.435861,13.389984,1.522378
S27,3,M4,0.098871,91.707907,20.229369,1.901022
