subject_number,time,FromM1_ToM2,FromM1_ToM3,FromM1_ToM4,FromM1_ToM5,FromM2_ToM1,FromM2_ToM3,FromM2_ToM4,FromM2_ToM5,FromM3_ToM1,FromM3_ToM2,FromM3_ToM4,FromM3_ToM5,FromM4_ToM1,FromM4_ToM2,FromM4_ToM3,FromM4_ToM5,FromM5_ToM1,FromM5_ToM2,FromM5_ToM3,FromM5_ToM4
S19,3,0.753547453,1.358407034,1.020333957,0.734276277,1.284736334,1.17334609,0.876880028,0.73849917,0.908555256,0.980598852,0.973450518,1.084708417,0.616164607,1.016207159,1.086932748,1.222766218,0.834825871,0.948903233,1.095664779,1.059381058
S20,3,0.992140402,1.172097823,0.788857857,1.044548357,0.874577384,1.125812013,0.977621304,0.958489806,1.175883824,0.95103498,0.98620556,0.879938961,0.995604743,0.878540569,1.124501321,0.985384366,0.824579593,1.108702039,0.979798053,1.178962975
S21,3,0.878691951,1.281501357,0.968556027,0.754716098,1.043605441,1.160232918,0.863218215,0.76762743,1.108680278,1.117072538,0.815193822,0.946610636,1.064666056,0.894595437,1.00182209,1.222413151,0.919424798,0.786353243,0.987546874,1.405562396
S22,3,0.994141429,1.09304281,0.955255033,0.91033487,0.821733149,1.314258274,0.859452053,0.749142487,1.120970529,0.956597822,0.933158888,1.094946468,0.931080202,0.843745092,1.231622265,0.985482064,0.984263833,1.015005377,0.923991822,1.21259537
S23,3,1.114048406,1.130198254,1.063018405,0.823046579,0.948293064,1.263200304,0.654298638,0.946436109,0.977855225,0.95510209,1.04811396,1.077211072,0.783679359,0.647251057,1.136177871,1.150782355,0.945953895,0.86451995,1.152238175,1.050958215
S24,3,1.018308402,1.203347383,1.12143885,0.6384383,1.120335159,1.071342231,0.800239399,0.966255935,1.022257875,0.972978143,0.891967983,1.159703816,0.870591441,0.949268838,1.159982438,1.098707884,0.969338957,0.802389778,0.931295347,1.327252186
S25,3,1.135582044,0.933717787,1.069103672,0.908160285,1.013391601,1.056069201,0.79806943,1.042967994,0.943774956,0.946276993,0.997778767,1.08415443,1.017842735,0.854753164,1.115195143,1.058916124,1.062889329,0.777965433,1.085498817,1.141820562
S26,3,0.854307743,1.275012401,0.912676175,0.878521987,0.988029296,1.113882908,0.712498859,1.06300885,1.05809112,1.08590623,0.948595221,0.950920348,0.94799953,1.029698948,1.060382558,1.011473246,0.927169862,0.847219829,1.136257445,1.108470611
S27,3,1.079868361,1.306937903,0.887000795,0.693065809,1.295127116,1.00542028,0.992534375,0.735410335,0.830702071,0.957076766,0.925652399,1.224341597,1.028488022,0.869210515,1.215158831,0.946972384,0.666075166,1.102470299,0.956896825,1.163921748
S28,3,1.118384695,1.077755291,1.05163019,0.684942327,0.951587012,1.364517594,0.77223614,0.439375439,1.149130066,1.037441443,0.686265942,1.110666248,0.935940565,0.739108377,1.018534857,1.493776547,0.760544581,0.736508378,1.211475165,1.428375938
S29,3,1.026040267,1.150286697,0.819176319,0.759075367,0.895043505,1.222787985,0.724885816,1.061160549,1.048372252,1.080483414,1.079696017,0.86263889,0.991094767,1.127403867,0.981387685,1.171715875,0.863792909,0.985206444,1.112568299,0.922190822
S30,3,1.039624273,1.123740664,1.015558018,0.751440033,1.04772979,1.277659133,0.748164153,0.616906074,1.055295277,1.104914529,0.821771244,1.010031145,0.642090118,0.770750788,1.31881391,1.407195806,0.826640553,0.780476201,1.145293812,1.194633908
S31,3,1.014021503,1.133686071,0.65243526,0.937236411,0.861792246,1.286999456,1.08099772,0.773514739,1.057406172,0.936136455,0.868076777,1.13208335,1.036303206,0.923695997,1.13568361,1.013621631,0.975608,0.935567702,1.095448105,0.91368961
S32,3,1.173536213,1.253056948,0.778694213,0.796320794,1.083644656,1.088446391,0.942260371,0.945410135,1.204665265,0.799330867,1.020559009,0.922498549,0.762551186,0.888666377,1.161217835,1.168461695,0.842162613,0.97522707,1.050332736,1.152289125
S33,3,1.027468813,1.169385527,0.866733861,0.939177898,0.989438896,1.208011958,0.565699946,1.056150198,1.189691293,1.002654611,0.916552931,0.862262121,0.930282563,0.870017584,1.102470286,1.067680746,0.740082384,0.919786384,1.064207539,1.417498927
S34,3,1.023133479,1.252910573,0.805413956,0.79555611,0.999780917,1.164669505,0.814952081,1.047993136,1.109004054,1.025331915,0.880707963,0.936065936,0.656831302,0.898930273,1.287403445,1.045483771,0.995120033,0.893971351,1.053452956,1.121399508
S35,3,1.107648673,1.085848192,0.780822649,0.991593051,1.080372113,1.253181008,0.705757679,0.803146697,0.973047225,1.072636238,0.924174311,1.117489026,0.759050387,0.624919482,1.41923557,0.996345651,0.759624129,0.701526146,1.111541436,1.251029603
S36,3,1.117692727,0.991912899,0.940046114,0.890873696,0.973510595,1.084887337,1.033481537,0.851668509,0.984683929,0.979671929,0.840819827,1.208994583,0.890993479,0.859770145,1.197989556,1.065854648,0.853392266,0.745524079,1.203962857,1.085314481
S37,3,0.857411204,1.075701968,0.920406583,1.012427311,0.840887332,1.401563962,1.027909951,0.656985316,1.126596948,0.998575724,0.801904657,1.072377699,0.755124911,0.894321681,1.225725864,1.113759962,0.97278749,0.888859502,1.064281067,1.134000991
S38,3,1.061578853,1.164654144,0.927818744,0.940449444,0.961654246,1.105799386,1.035408102,0.892097062,0.942098165,1.074769372,0.961162075,1.024637411,0.841961478,1.089599493,1.145996182,0.877515746,1.120162102,0.748686902,1.130731969,1.011408048
S39,3,1.159446059,1.019427519,0.881029534,0.918173921,0.968562824,0.999723077,0.824196921,1.0928308,0.965223269,0.983262399,0.845508119,1.200039482,0.884426712,0.986372904,1.226606657,1.00671872,0.889689495,0.775754712,1.020343108,1.288899435
S40,3,1.107064214,1.311190723,0.693437497,0.918630181,0.94245283,1.007485369,0.887084979,1.23300843,0.997209272,1.002065805,1.091274965,0.980984663,0.782554517,0.901225793,1.185999045,0.91401262,0.937306744,0.86493648,1.147346704,1.033935978
S41,3,0.74603,1.211804547,1.134607726,0.861665625,0.92376245,1.19014089,0.759911362,1.061118408,1.020676372,1.146566477,0.841250517,1.009079726,0.869608656,0.9605125,1.184944965,0.906940999,0.966808465,0.780887156,1.019071702,1.395451693
S42,3,1.035523513,1.115273635,0.743564037,1.00277151,0.9184366,1.209364762,1.07505756,0.810204281,0.902516216,1.047435317,1.014092863,0.935167275,0.993199836,0.982052356,0.932415202,1.229686054,0.922197306,0.995028249,1.054799464,1.234965295
S43,3,1.062409695,1.162327301,1.009287787,0.773788502,0.928418988,1.24427292,0.743644491,0.896695004,0.980470742,1.083230528,0.939547264,0.94548848,0.721544074,0.793154377,1.265301533,1.220785836,1.040588121,0.992105902,1.131611593,0.907529252
S44,3,0.911161931,1.11756337,0.79501445,1.099456889,0.755816226,1.235481149,0.871451192,0.899781324,1.127807701,1.013142752,0.949454952,0.961499807,0.936784057,1.031857982,1.031792553,1.080001848,1.022020475,0.824735658,1.06095838,1.293109495
S45,3,1.150770057,1.112889382,0.836274744,0.848327566,0.997379055,1.144203308,0.73037205,1.107192834,1.124768533,1.021917697,0.848731499,0.993425024,1.088924775,0.729285549,1.100982878,1.042150301,0.780295076,0.894780931,0.950896018,1.693156644
S46,3,1.014203788,1.264028221,0.829517301,0.798331405,1.063192456,1.025822389,0.913623534,1.011023163,1.000254865,1.099662368,0.745854925,1.144747853,0.89567678,0.982509909,1.13620624,0.954795659,0.896056328,0.828519308,1.088153667,1.334849272
S47,3,1.030507456,1.109083377,0.867207614,1.055952213,0.95115499,1.097643834,1.075577439,0.815781201,0.982994331,0.943878457,1.060662443,1.051813931,0.98001114,1.084403526,0.972575354,1.073295026,0.961134001,0.849227208,1.105370471,1.081697456
S48,3,1.189855107,1.059205664,1.101711903,0.659412559,0.950544488,1.059164707,0.820336629,0.949818548,1.077443524,1.169280022,0.832543853,1.004849411,0.92855158,0.752656188,1.050884042,1.405188272,0.887666325,0.620074024,1.053192387,1.430015005
S1,4,0.976994865,1.156834445,0.973010265,0.750347599,0.938969306,1.16092309,0.828241293,1.002213185,1.008538962,1.019667394,1.071731513,0.936970057,0.871112703,0.853051245,1.144542675,1.175313794,0.971926919,1.151645049,0.911208427,1.132876557
S2,4,1.042273624,1.19196826,0.905562688,0.823332598,1.014766882,1.156952732,0.960715916,0.714997429,1.060832618,1.05520562,0.914510647,1.078143371,1.001008578,0.917689462,1.077122738,1.178889213,0.681738594,0.94736794,0.925439271,1.424332028
S3,4,0.790836714,1.3066259,0.881839558,0.817478786,1.03067569,1.082450173,0.791055795,1.081019304,1.026625774,1.102799635,0.966674877,0.971847759,0.955939019,0.888751601,1.14209217,0.993554303,0.82335072,1.020970184,1.071190613,1.162635928
S4,4,1.135844571,0.98322798,0.929011429,0.78645742,0.961708685,1.16316464,0.875445518,0.752912339,0.863956649,1.076069521,0.977487706,1.025900081,0.969684036,0.871503299,1.042742061,1.286254044,0.92883428,1.153525609,0.940481147,1.253091697
S5,4,1.095072415,1.098637808,0.820481461,0.945646416,0.974326407,1.177055947,0.857614247,0.958572497,1.046742796,1.010868207,1.077578438,0.928072637,0.983786573,0.856402794,1.102729468,1.047409586,0.921274969,1.024777748,1.091557276,0.956016546
S6,4,1.056431321,1.000845358,0.940123476,0.844725824,0.857257721,1.262075117,1.101717396,0.840949315,1.041716535,1.056363837,0.981605843,1.035326908,0.906702576,0.976587298,1.010628963,1.069235216,0.840949196,0.890131962,1.090001344,1.194192283
S7,4,0.887896763,1.155458969,0.939075995,0.823951592,0.830565529,1.250558773,0.882492391,1.118432812,1.073776733,0.935378695,1.086572678,0.913644099,0.974762417,0.95042825,0.930631399,1.227580652,0.934557596,0.997358656,1.153303946,0.985192269
S8,4,1.127894099,1.077113877,0.870761295,0.869376466,1.103449532,1.126938733,0.841583241,0.882256871,1.088894823,1.115901966,0.840994081,0.921242386,0.837722688,0.88918413,1.279624817,1.082643247,0.792721847,0.895345785,0.997380737,1.403525518
S9,4,1.243954122,1.144446851,0.733784214,0.627532812,0.97206005,1.143228064,0.707719074,0.964835959,0.956713019,1.032872414,1.011614687,0.935762585,1.124462252,0.742606435,1.209506906,1.295104066,0.983995215,1.068777153,0.876498415,1.487085822
S10,4,1.042745654,1.040845682,0.994622431,0.875179944,1.185936643,1.061950984,0.83915995,0.863091327,0.970441046,0.990549309,0.979822562,1.165613345,0.995022395,0.914680374,1.131265031,1.006165368,0.980298223,0.823376723,1.133192738,1.070842898
S11,4,1.113554773,1.212595741,0.897654763,0.796293308,0.924746356,1.117811441,0.865306597,0.943766669,1.143608429,0.808086142,0.96987799,1.073605305,0.999073657,0.895582926,1.094243567,1.119858133,0.712352204,0.948162779,1.089639207,1.268225186
S12,4,0.967324575,1.095518272,0.937133714,0.965182266,1.10846406,1.112099969,0.896947821,0.898628875,0.938256212,1.109256873,1.056559942,0.930562923,1.042113607,0.951202209,1.018766575,1.110617024,0.846012311,1.009617996,1.113768032,1.023577076
S13,4,0.931487726,1.089400505,1.060023503,0.876669717,1.081416557,1.144658695,0.872846659,0.727617143,1.035655502,1.014608847,0.861185444,1.169588381,0.879996617,0.899134868,1.317113275,0.841696863,0.779356721,0.885859373,1.056490928,1.323392145
S14,4,0.980608586,1.164308083,0.976238697,0.840330162,0.980602088,1.189384043,0.762229056,0.975306965,0.983096684,1.10515122,0.862636792,0.928185574,0.939614274,0.871226929,1.295584762,0.805983533,0.78916498,1.206433296,0.788972029,1.610602859
S15,4,0.9066648,1.088299425,1.065633948,0.786590131,0.836064477,1.063908835,1.049334519,1.025780315,1.014928817,1.134179423,0.922863514,0.879791539,0.93732381,0.846660404,1.223347146,1.083986146,0.807676298,1.10853425,1.125662121,1.11180216
S16,4,1.018458953,1.088940473,0.915645402,0.957024336,0.936680678,1.26572846,0.786658877,0.935878486,0.980546081,1.008917428,1.063227778,0.998654077,0.981711228,0.936891021,1.105852772,1.028029701,0.857095,0.981589743,0.927664401,1.270362459
S17,4,0.963673352,1.173652042,0.711063939,0.938575581,0.862218774,1.245352334,0.95276659,0.978140011,1.108032498,1.036850827,1.001447171,0.894918456,1.013440414,0.647553436,1.256290125,0.962532184,0.851912772,0.877981353,1.186718904,1.065791101
S18,4,0.953397361,1.20784079,0.877645719,0.84695752,0.926643786,1.151815147,1.120915526,0.772329905,1.05078903,1.077482571,0.757443027,1.162814641,0.972928405,1.044065384,1.049644376,1.017795626,0.949000204,0.829638273,1.061872744,1.265701357
S19,4,0.872795254,1.242932663,1.050395543,0.690800095,1.270393631,1.126170443,0.862504632,0.841045004,0.979406319,1.045272849,0.99117949,0.954606612,0.576926767,0.925449315,1.098807974,1.297812408,0.77788734,0.864849825,1.266428482,1.024338592
S20,4,1.01941952,1.168917192,0.821664996,1.018502398,0.936165982,1.136142361,0.97116952,0.815085724,1.063526815,1.027061503,0.974953092,0.93374821,1.107617433,0.79858445,1.115772152,0.965678571,0.793841473,1.171967207,0.988117811,1.194906518
S21,4,0.948180878,1.281322187,0.871342935,0.78589997,1.044928778,1.124571321,0.919101237,0.768521452,1.058323303,1.078582795,0.90730358,0.928561487,0.977083088,0.924254885,1.017699056,1.254385467,0.911250867,0.86482367,1.07044807,1.336997501
S22,4,1.047677059,1.174764137,0.866041021,0.807129179,0.903575316,1.239896546,0.835311335,0.894474697,1.055098449,1.029980895,0.978541379,0.962694233,0.91446843,0.890057183,1.202501868,1.041636843,1.002227661,0.847801023,0.896885803,1.349793763
S23,4,1.058586342,1.054522048,1.066056767,0.843761077,0.955180291,1.277716393,0.87807468,0.804709425,1.044390299,0.954554646,1.007538139,1.033998313,0.855118058,0.81431387,1.074450954,1.215687835,0.84304119,0.836582988,1.21996011,1.026820858
S24,4,0.911194529,1.180159289,1.06407736,0.762854672,1.124280179,1.114143606,0.775733172,0.912372936,1.020394356,1.085726966,0.948740519,1.073203763,0.8760962,0.787080345,1.121941013,1.207362815,0.870182136,1.040433411,0.934403345,1.284575377
S25,4,1.161921062,0.920592872,1.081770552,0.829744532,1.178709689,1.100723521,0.768225435,0.823399816,0.933355793,0.973133756,1.05988172,1.087285676,0.890453775,0.888855463,1.13544986,1.135830049,0.920191915,0.762750485,1.092810718,1.243892312
S26,4,0.913740524,1.290976071,0.865828723,0.820944561,0.946647919,1.119504626,0.836942232,1.042954516,1.070835308,1.098136422,0.966363541,0.933840453,0.947236083,0.94774502,1.013068531,1.163332968,0.866519273,0.888279175,1.129498445,1.112814172
S27,4,1.028158267,1.120865106,0.943183356,0.966300569,1.305885907,0.998575783,1.005615896,0.690506853,0.859092023,1.144118535,0.86038171,1.137589567,0.867553609,0.777074428,1.276984904,1.003952569,0.628705044,0.875985205,0.978496517,1.377585029
S28,4,1.118494362,1.073940358,0.862036866,0.68891544,0.914787303,1.330068315,0.794288753,0.587411485,1.105870087,1.027261513,0.945056945,1.041720494,0.825857739,0.940571018,1.088485115,1.397741399,0.815138836,0.810995393,1.181179926,1.178178248
S29,4,1.001691955,1.232863297,0.736903257,0.803897102,0.969588798,1.165455251,0.839331458,0.876394833,1.013608956,1.05018123,1.066655105,0.966832406,0.983370329,1.10389651,1.065986245,1.024022807,0.851754168,0.964586953,1.075585822,1.0576827
S30,4,0.940695297,1.168105353,0.904475983,0.841715879,1.030174105,1.241087829,0.732529055,0.724487886,1.022045658,1.168210885,0.89031694,0.914092015,0.887069624,0.796824583,1.214364233,1.25164614,0.823091922,0.802133384,1.173727193,1.219747406
S31,4,1.008220883,1.120937518,0.631419301,0.982212222,0.864653716,1.312551789,1.037827944,0.789716558,1.057737819,0.978321051,0.967652121,1.06811988,0.970525865,0.86828809,1.047877459,1.154648261,1.072859037,0.934354161,1.051045051,0.878952577
S32,4,0.947886168,1.202175377,0.923851902,0.919137065,1.091027101,1.019629577,0.947068259,1.05790824,1.097126887,0.935463893,0.970508181,0.942606053,0.88518362,0.991502013,1.164874827,0.972388677,0.806764972,0.895232091,1.109622613,1.198236414
S33,4,0.964606809,1.188065066,0.882892651,0.957989441,0.953433806,1.217570139,0.660211123,0.987178083,1.173753289,1.044178597,0.966459584,0.866206168,0.89603064,0.81517556,1.154074271,1.11596539,0.799449939,1.040358164,0.954749238,1.289469356
S34,4,1.079298042,1.278528336,0.771654086,0.719611246,1.095420688,1.137993168,0.866945541,0.934165561,1.059285254,1.01061528,0.941535578,0.960527137,0.769549722,0.943087486,1.157254542,1.121310956,0.880909873,0.834566899,1.13885231,1.17614418
S35,4,0.962758812,1.124324121,0.89140262,0.976990981,1.019436102,1.230655916,0.748925489,0.850336674,0.934532479,1.089383246,0.966257563,1.082660882,0.779773521,0.857860674,1.289629155,1.000654226,0.787749671,0.769520217,1.118289096,1.167760639
S36,4,0.918589259,1.040555494,0.990840835,0.967526633,0.760297472,1.198689555,0.932816297,0.882842458,1.014262857,0.957369246,0.926122902,1.184748567,0.844322974,0.909390187,1.256645076,0.962587601,0.865284876,0.938142126,1.088990489,1.07626731
S37,4,0.892370967,1.037409057,0.858911613,1.034492513,0.982930527,1.253955417,0.895271823,0.791651193,1.083591547,1.048654217,0.928128377,0.991687684,0.739407976,0.852548097,1.168380359,1.20656672,0.985660927,0.778978059,1.125427295,1.168423761
S38,4,0.971883756,1.099288302,1.015075073,0.891141285,0.909087667,1.178161467,1.009306872,0.927228687,0.989875389,0.982829725,0.957948223,1.071950912,0.928306482,1.101348064,1.141742028,0.788224389,1.037194631,0.961128506,1.105113675,0.972991608
S39,4,1.0952792,1.0804693,0.957466175,0.858451612,1.078141325,0.962412036,0.894111811,1.080223506,0.954544091,0.958677192,0.939495127,1.190312344,0.840112328,1.026954428,1.166947849,1.025416499,0.836702489,0.803007128,1.062767568,1.145151048
S40,4,1.213750898,1.128769841,0.708018994,0.960289624,0.991482532,1.074520662,0.848986597,1.070727352,0.95841473,1.012232834,1.156189889,0.976755916,0.785565335,0.826308426,1.241320547,0.973250275,1.09122942,0.849070428,1.071173817,1.01786866
S41,4,0.767120209,1.184365536,1.200967548,0.862903348,0.952199415,1.196124706,0.789762205,1.004046776,0.987930592,1.18912103,0.869329135,0.988671802,0.903073417,0.874997652,1.165748077,1.039317828,0.872827177,0.869846539,1.011262533,1.277698647
S42,4,0.978980118,1.019773351,0.907150198,1.07274541,1.127946324,1.233899491,0.905337872,0.67566828,0.867717261,1.087737626,1.033217396,0.99416435,0.941401954,1.015729383,0.95335745,1.210959367,0.910569505,0.886669295,1.125730948,1.230277375
S43,4,1.064518584,1.158853415,0.82423186,0.871060733,0.940238386,1.267582131,0.793857791,0.870687688,0.960908774,1.077213406,1.067126346,0.856784593,0.719740856,0.917158492,1.134054838,1.321778281,1.081865086,0.882633359,1.158041251,0.944900749
S44,4,0.892348534,1.168891544,0.833536986,1.025091032,0.806790104,1.166895205,0.879835931,0.934900259,1.098444198,1.063050456,0.9113699,0.96189628,1.079997254,0.905839316,1.076075903,1.03214259,0.900527911,0.918088324,1.033243513,1.347622282
S45,4,1.200491721,1.095983688,0.87219603,0.780885395,0.972901437,1.181813756,0.782029636,1.04067977,1.124163453,1.028729569,0.909521727,0.936325247,0.975227695,0.755571328,1.091515592,1.132223174,0.948521824,0.703299626,1.044182541,1.557365827
S46,4,1.013265789,1.226180869,0.834144727,0.863464139,0.997252654,1.074195436,1.033859168,0.94371058,1.05967906,1.05733375,0.780775499,1.114102201,0.832914893,1.005916977,1.20608797,0.838532547,0.914419098,0.956704911,1.060255648,1.125124119
S47,4,1.17451508,1.094647196,0.767240515,0.957620026,1.013947465,1.036930422,1.037665478,0.89489577,1.000292602,1.004432454,1.171824079,0.901177587,0.980842499,0.9520706,0.972209716,1.173343832,0.859690623,0.918725632,1.12447795,1.108852312
S48,4,1.053146008,0.988616697,1.049731934,0.865493441,1.026679218,1.129733661,0.789866101,0.955283437,1.017978426,1.144529786,0.88970167,0.96711549,0.823241276,0.880135065,1.113700746,1.277060637,0.824439805,0.729863106,1.049123067,1.452498127
S1,5,0.907759129,1.154871654,1.035448343,0.728420585,0.994334505,1.12982427,0.847826087,0.973133314,1.030988834,1.022922963,0.983256667,1.006862725,0.776532413,0.929754992,1.184869926,1.152226014,0.929136318,1.045189453,1.019587453,1.121034547
S2,5,1.044876603,1.139327015,0.916192611,0.882489986,1.011753662,1.22955763,0.89288706,0.760394571,1.072877845,1.054690748,0.94026676,1.014259166,0.920495554,1.000085335,1.042105566,1.153165035,0.786545024,0.919116328,0.898185713,1.409915207
S3,5,0.86924338,1.213972858,0.825294623,0.850860318,0.946670536,1.138839515,0.806481746,1.089330076,1.05818752,1.092987431,0.974023543,0.983915639,0.900154622,0.904338386,1.167926113,0.933527877,0.758964587,0.998110315,1.09704681,1.225274099
S4,5,1.140371145,0.925906849,0.909465627,0.93412418,0.939197772,1.195795048,0.875240101,0.7645323,0.845348155,1.058376513,0.972429067,1.10219329,1.028623584,0.968157018,1.040707595,1.1107627,0.963640217,0.970833483,1.048080824,1.159603825
S5,5,1.066805528,1.119752665,0.841684145,0.900231894,0.933658582,1.17315814,0.805415389,1.001465526,0.99606714,1.06652866,1.096693381,0.946567204,1.111421949,0.741455456,1.105187078,1.060923661,0.936003889,1.031408983,1.061100451,1.00831272
S6,5,1.036914144,0.973825944,0.956750329,0.855592096,0.923351602,1.232146676,1.026329152,0.823683845,0.928217043,1.141376795,0.956488326,1.046284262,0.910715979,0.91897848,1.032623949,1.116828014,0.818202437,0.874495718,1.128975333,1.265909232
S7,5,0.900862736,1.185139996,0.919713523,0.852894172,0.845243431,1.232437366,0.873101236,1.062892884,1.06311328,0.953382941,1.054770623,0.944055781,0.995718357,0.851511121,0.948651112,1.228475875,0.928911436,0.960874777,1.125593144,1.060156393
S8,5,1.095719507,1.073493168,0.871380558,0.927613505,1.067062979,1.136357857,0.862706102,0.875960064,1.052661767,1.111162314,0.81539685,0.951605147,0.859730285,0.878852317,1.243142554,1.127921324,0.944584469,0.905405063,0.997058773,1.317525271
S9,5,1.23965247,1.087798252,0.773023816,0.706658643,1.036178309,1.183461717,0.691573243,0.896999249,1.006676243,0.993318728,0.977283712,0.937053999,0.963882619,0.749899278,1.334507649,1.345367415,0.805664157,1.09340709,0.933890763,1.340823687
S10,5,1.0521054,1.092374104,0.961857068,0.878960212,1.115023474,1.095435197,0.842885165,0.875259159,0.914654521,1.035391108,1.010778562,1.128727143,1.081272871,0.874281118,1.099604315,0.98588206,0.993329234,0.829694854,1.101845365,1.06707716
S11,5,1.066464109,1.187805708,0.911114833,0.870944353,0.94561639,1.190473499,0.884616989,0.874624724,1.145613726,0.831230813,0.942494005,1.082228285,0.932880382,0.864574665,1.148401551,1.06175836,0.73534558,1.034435825,0.981373958,1.298627102
S12,5,0.919760706,1.154675596,0.879720301,0.95921562,1.073065966,1.089405777,0.919766144,0.963104484,0.97693297,1.087602985,1.097732661,0.925193017,0.959133988,0.974775378,1.043589907,1.118301733,0.902680311,0.977891306,1.092749802,0.992888297
S13,5,0.965553912,1.086885881,1.009296497,0.902854353,1.082495597,1.120853552,0.901612468,0.735369971,1.044957036,0.990627128,0.834674889,1.199980534,0.918269702,0.971190252,1.282363814,0.863706415,0.782997427,0.927865115,0.996984995,1.340218291
S14,5,0.996717584,1.155986077,0.923991238,0.915399811,0.936067502,1.23340509,0.765150736,0.925120728,1.065560034,1.067057743,0.881292124,0.905542076,0.948902897,0.902286114,1.206623088,0.955034333,0.833458115,1.052772029,0.875164402,1.525926471
S15,5,0.806040112,1.136272736,0.931634996,0.828382232,0.950586826,1.116460883,0.932700651,0.965216963,0.992280108,1.010557898,1.035097811,0.981572087,0.945081428,1.001156741,1.15477193,1.010366363,0.767882867,1.095647194,1.131731357,1.127188028
S16,5,0.968750632,1.061443468,0.964136118,0.978068014,0.999538785,1.223646128,0.850682104,0.910294981,0.939990727,1.058803789,1.064339466,1.003907883,0.913704198,0.899001695,1.173398069,1.047605485,0.880192248,0.985812445,0.954061077,1.136146745
S17,5,0.993502501,1.162195159,0.680681753,1.003030357,0.945588242,1.234362865,0.922143371,0.844380971,1.099963428,0.958085,1.076153112,0.921014512,0.911139643,0.754358865,1.272519473,0.968552657,0.865882814,0.945786648,1.115443156,1.066629902
S18,5,0.990796174,1.170540819,0.875119751,0.871932261,0.839504093,1.20646085,1.067883692,0.805619007,0.993159222,1.149834064,0.811554115,1.118266781,1.014746284,1.040171119,1.00821091,1.040839907,1.043640234,0.773295064,1.072365643,1.183225833
S19,5,0.970724306,1.253197189,0.962881208,0.778072556,1.105352561,1.209286533,0.885586338,0.741301458,0.950668811,1.013106991,0.992433773,1.034278209,0.682382745,0.904484745,1.101218989,1.212893474,0.820515556,0.934148387,1.10344792,1.120539339
S20,5,0.942179409,1.144272764,0.865037643,1.050536292,0.975652072,1.099180246,0.938447983,0.845019754,1.061963306,1.06148812,0.914847542,0.943648222,1.072724382,0.75021514,1.231343662,0.899685178,0.817104369,1.074626688,1.00042249,1.259238878
S21,5,0.932699099,1.269251219,0.905972494,0.72425561,1.042120897,1.189071573,0.880389388,0.757508563,1.072397264,1.077775852,0.84955781,1.029545441,0.912285577,0.970789431,1.046056081,1.188137599,0.904673698,0.803142582,1.013653711,1.483713275
S22,5,0.910179141,1.20740658,0.843038299,0.884208504,0.888286271,1.297352237,0.767862179,0.776225227,1.1113759,0.988678206,0.977239271,1.005811801,0.851151938,0.884597934,1.173104617,1.114751444,0.882453222,0.936366969,0.957708834,1.37879355
S23,5,0.979717153,1.088699465,1.042592847,0.911019823,1.152897303,1.18320638,0.837848659,0.782608484,0.997406879,0.952461306,1.052377165,1.048188836,0.789402759,0.812959148,1.140992289,1.146152954,0.80763761,0.900618183,1.219162492,0.977424172
S24,5,0.946127445,1.225517631,0.973363209,0.800193479,1.103190148,1.094478869,0.838256779,0.917135601,1.040590199,1.060559248,0.92125918,1.089922793,0.851022616,0.772037561,1.158502727,1.174063017,0.894317549,0.975189072,0.916841933,1.320319603
S25,5,1.131983564,1.015395883,1.02945373,0.793273547,1.131831957,1.093808645,0.823313263,0.833301551,0.937542609,0.98813184,1.015639441,1.105989196,0.881978431,0.821678873,1.116160559,1.181438682,0.925600502,0.850665003,1.070758899,1.207007961
S26,5,0.953749911,1.200460026,0.866163303,0.920348813,1.035974479,1.117252378,0.833279036,0.923388225,0.988774551,1.146926071,0.98128098,0.930969387,1.010469097,0.908296963,1.020184072,1.134616089,0.829749769,0.873917739,1.201080952,1.138572964
S27,5,1.13099917,1.109564144,0.840233972,0.835162667,1.341979452,1.025717456,0.974040643,0.738127637,0.952428676,1.059813727,0.911341053,1.09319838,0.844791741,0.795968576,1.23619368,1.01820875,0.587239626,0.883026394,1.04181368,1.398847658
S28,5,1.1301328,1.090608404,0.847284389,0.71096044,0.913667673,1.366593298,0.744875572,0.614774025,1.110994399,1.045473802,0.905742979,1.05124277,0.935076818,0.773506222,1.064572335,1.371421513,0.811721053,0.863095069,1.109492581,1.252418668
S29,5,0.970928992,1.152096038,0.915616468,0.80704868,0.961362226,1.22880945,0.842543191,0.834197364,1.002969027,1.102668565,1.014240213,0.988248548,1.051921831,1.034367075,1.066272916,0.944485696,0.89979909,0.975233615,1.063475613,0.941839341
S30,5,0.964465824,1.149333372,0.937208793,0.851146763,1.053154661,1.240657281,0.788752888,0.663722022,1.088871377,1.134318203,0.853531661,0.973746862,0.741581115,0.841330811,1.243775502,1.287138477,0.782299498,0.753054064,1.11834068,1.237741497
S31,5,1.03243476,1.105118825,0.660435628,0.995820204,0.885426708,1.298460526,0.955834768,0.779758295,1.095322834,0.941316682,0.968373219,1.080488272,0.96784333,0.796551246,1.094548616,1.09257233,1.013551958,0.985817051,1.04846516,0.957798746
S32,5,0.997544509,1.230285061,0.85236447,0.860611872,1.033173366,1.07991721,0.926361964,0.977077661,1.127833349,0.901588376,0.984947172,0.971406759,0.836616903,0.940767113,1.148409244,1.030458495,0.880040049,0.904621682,1.084119112,1.237169944
