subject_number,time,m3_m2
S42,3,1.117715268
S43,3,1.055598625
S44,3,0.96310787
S45,3,1.009731821
S46,3,1.045414548
S47,3,0.915878516
S48,3,0.925892245
S49,3,1.022751644
S50,3,1.034889608
S51,3,0.968543013
S52,3,0.925891989
S53,3,1.174349431
S54,3,1.127586358
S55,3,1.103101194
S1,4,1.007252741
S2,4,1.145600653
S3,4,1.075644511
S4,4,1.135223253
S5,4,1.006772489
S6,4,1.099843266
S7,4,1.030867163
S8,4,0.99162023
S9,4,1.086508429
S10,4,0.838617474
S11,4,1.110052688
S12,4,0.87652343
S13,4,0.916034396
S14,4,1.062356051
S15,4,1.088257827
S16,4,1.193216038
S17,4,1.082251728
S18,4,1.098217527
S19,4,0.918496107
S20,4,0.985504837
S21,4,1.011068466
S22,4,0.926831627
S23,4,1.074062571
S24,4,0.879331
S25,4,1.064062651
S26,4,1.180419073
S27,4,1.009854468
S28,4,1.033622905
S29,4,0.919103516
S30,4,1.119632062
S31,4,1.01192595
S32,4,1.146836894
S33,4,0.833867008
S34,4,0.971901972
S35,4,1.087050922
S36,4,1.020631489
S37,4,1.090124374
S38,4,1.105983674
S39,4,0.935492894
S40,4,0.973733065
S41,4,1.027614254
S42,4,1.120453373
S43,4,1.051144192
S44,4,1.04671603
S45,4,1.025136535
S46,4,1.097150923
S47,4,0.947205841
S48,4,0.930838799
S49,4,1.045351554
S50,4,1.023292789
S51,4,0.964259892
S52,4,0.988651918
S53,4,1.202441434
S54,4,1.109898992
S55,4,1.113210909
S1,5,1.006250969
S2,5,1.130867926
S3,5,1.130263922
S4,5,1.1706114
S5,5,0.995550584
S6,5,1.067278373
S7,5,1.050743175
S8,5,0.957722384
S9,5,1.099544946
S10,5,0.863704899
S11,5,1.063749976
S12,5,0.860319663
S13,5,0.835892888
S14,5,1.084047514
S15,5,1.115349662
S16,5,1.200618518
S17,5,1.123251834
S18,5,1.102700454
S19,5,0.994877092
S20,5,0.937006218
S21,5,1.025096781
S22,5,0.909650535
S23,5,1.082365937
S24,5,0.899954728
S25,5,1.0779255
S26,5,1.138182447
S27,5,1.001702999
S28,5,1.00822634
S29,5,0.915155628
S30,5,1.094845619
S31,5,1.00265252
S32,5,1.137601324
S33,5,0.867384457
S34,5,1.039108951
S35,5,1.12268768
S36,5,0.990916217
S37,5,1.043587279
S38,5,1.101865195
S39,5,0.940106291
S40,5,0.997885044
S41,5,0.96502525
S42,5,1.047914042
S43,5,0.992225688
S44,5,1.061427208
S45,5,0.996618328
S46,5,0.99938148
S47,5,0.88458322
S48,5,1.046863807
S49,5,1.078837973
S50,5,0.991234873
S51,5,0.945833758
S52,5,0.942710911
S53,5,1.131379757
S54,5,1.145101197
S55,5,1.094499545
