subject_number,time,m1_m5
S5,4,0.744233518
S6,4,0.899915785
S7,4,0.525410548
S8,4,0.872557349
S9,4,0.959581812
S10,4,1.00163442
S11,4,0.610720819
S12,4,0.772327066
S13,4,0.841356533
S14,4,0.925116636
S15,4,0.663801632
S16,4,0.924483978
S17,4,0.93702164
S18,4,1.050191575
S19,4,0.877917671
S20,4,0.943760407
S21,4,0.940565608
S22,4,0.778508876
S23,4,0.919776545
S24,4,0.852589246
S25,4,1.008514052
S26,4,0.871875715
S27,4,0.809183659
S28,4,0.915640806
S29,4,0.844517231
S30,4,0.980190316
S31,4,0.870793987
S32,4,0.942074962
S33,4,0.968781031
S34,4,0.823582525
S35,4,0.881976467
S36,4,0.764895525
S37,4,0.852647393
S38,4,0.644485369
S39,4,0.888187106
S40,4,0.845048924
S41,4,1.001722195
S42,4,0.731270351
S43,4,0.981922852
S44,4,0.928256949
S45,4,0.985495457
S46,4,0.75937251
S47,4,0.878563279
S48,4,0.872844297
S49,4,0.928929115
S50,4,0.923549752
S51,4,0.918933501
S52,4,0.933072958
S53,4,0.840661111
S54,4,1.081100981
S55,4,0.916814204
S1,5,0.967840809
S2,5,0.776001009
S3,5,0.970330036
S4,5,1.018268505
S5,5,0.784401054
S6,5,0.826927818
S7,5,0.62155636
S8,5,0.952825477
S9,5,1.001529335
S10,5,1.056702659
S11,5,0.638894317
S12,5,0.877289357
S13,5,0.935934078
S14,5,0.938117502
S15,5,0.708467734
S16,5,0.884442566
S17,5,0.963942651
S18,5,1.069701862
S19,5,0.786561534
S20,5,1.011536116
S21,5,1.029032913
S22,5,0.699056734
S23,5,0.935937074
S24,5,0.792410498
S25,5,1.036403602
S26,5,0.858568658
S27,5,0.834941672
S28,5,0.953550932
S29,5,0.905907878
S30,5,1.031946969
S31,5,0.942475132
S32,5,0.945301505
S33,5,0.914607021
S34,5,0.851620962
S35,5,0.945269501
S36,5,0.814435793
S37,5,0.851891555
S38,5,0.7214076
S39,5,0.964349721
S40,5,0.897050643
S41,5,0.996058415
S42,5,0.767961212
S43,5,0.923425355
S44,5,1.061939229
S45,5,0.884186653
S46,5,0.79438318
S47,5,0.869754371
S48,5,0.820854095
S49,5,1.018602519
S50,5,0.94203
S51,5,1.039907572
S52,5,1.006265957
S53,5,0.849117776
S54,5,1.021281191
S55,5,0.87967541
